tik_codigo,descripcion,propietario,categoria,ans,nombre_cliente,Linea_Negocio,new_category,new_descripcion
TIK4253,"En el formulario Asignar/programar visita, se duplican los registros",30405169,Calculo erroneo en formulario,SS,CAR Magdalena,Geoambiental,Formulario,formulario asignar programar visita duplican registros
TIK4606,"Tampoco se ven los elementos creados en la misma OT de las capas APT  (apoyos luminarias Etc), por lo tanto no hay forma de validar si el elemento creado o si se ubicó bien en el mapa, entre otros. Ello es completamente Bloqueante.",1053860140,Sale error en movilidad al adicionar,NCB,Dosquebradas Energía y Luz S.A,Geolumina,Sistema,tampoco ven elementos creados misma ot capas at apoyos luminarias etc forma validar si elemento creado si ubico bien mapa ello completamente bloqueante
TIK4269,"buen dia, se reporta hoja de mocoa con horas a futuro, en el vehiculo  VM1603, la HREC 62474",1053784629,Calculo erroneo en formulario,NCD,Veolia (antiguo Grupo Sala),Geoaseo,Formulario,buen dia reporta hoja mocos horas futuro vehiculo vm1603 rec
TIK4213,"Buenos dias, sucede el siguiente caso en la ciudad de Cucuta  la ruta H2 tiene planeada PHREC1661 3 clientes, sin embargo, verifico y no se duplican las rutas al siguiente día, solo se duplica un cliente.",1053784629,Datos erroneos en reporte,SS,Veolia (antiguo Grupo Sala),Geoaseo,Reporte,buenos dias sucede siguiente caso ciudad cicuta ruta ha planeada phrec1661 clientes embargo verifico duplican rutas siguiente dia solo duplica cliente
TIK4564,"Buenos días,

Compañeros, su ayuda para indagar el por qué. estos clientes si el conductor afora en cantidad 0 no se relaciona el recipiente y el volumen que aforo.

Quedo atento a sus comentarios,

Feliz dia, Bendiciones.",1053784629,Faltan datos en un reporte,SS,Veolia (antiguo Grupo Sala),Geoaseo,Reporte,buenos dias compañeros ayuda indagar clientes si conductor ahora cantidad relaciona recipiente volumen aforo quedo atento comentarios feliz dia bendiciones
TIK4498,"Aparentemente GEOLUMINA esta cambiando la fecha de gestión de OTS que ya están en estado CERRADO, el motivo es que algunas OTS que fueron rechazadas por CALIDAD por parte del usuario AIT  STM, WSP debe revisar la solicitud, corregirla y darle de nuevo aprobar, en este paso la OT esta cambiando la fecha.
El error es grave, dado que genera desorden en la conciliación de las facturas, solicito amablemente su colaboración con este tema.
EJEMPLO: OT_1081731
Fecha inicial de gestión: 10 12 2019.
Fecha actual GEOLUMINA: 10 01 2020.",1053860140,Calculo erroneo en formulario,SS,Codensa,Geolumina,Formulario,aparentemente geolumina cambiando fecha gestion ots estan cerrado motivo ots rechazadas calidad parte usuario it sam esp debe revisar solicitud corregirla darle nuevo aprobar paso ot cambiando fecha error grave dado genera desorden conciliación facturas solicito amablemente colaboración tema ejemplo ot_1081731 fecha inicial gestion fecha actual geolumina
TIK4862,"Nos reportan que de Emas Pasto todos los vehículos en el camino a relleno, están presentando saltos de GPS ",1053784629,Revisión de GPS,SS,Veolia (antiguo Grupo Sala),Geoaseo,GPS,reportan esas pasto vehiculos camino relleno estan presentando saltos gps
TIK5109,Poner en el campo tipo solicitud Permiso o autorización aprovechamiento forestal de arboles aislados. AFAA en el expediente AFAA-00111-19,1053811887,Cambiar datos por BD,SS,CAR de Boyacá,Geoambiental,Datos,poner campo tipo solicitud permiso autorización aprovechamiento forestal arboles aislados afana expediente afana
TIK5114,"ELIMINACIÓN OT; Se solicita cancelar la OT_1082675 en BT ya que el alcance de la OT es para MT, y generar una OT en MT para dar cumplimiento con el alcance.",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,eliminación ot solicita cancelar ot_1082675 bt alcance ot mt generar ot mt dar cumplimiento alcance
TIK5103,Creación de nuevo visor público para generar denuncias sin el Widget de LEVANTAR COORDENADAS ,1053860140,Cambiar datos por BD,SS,INVAMA Instituto de Valorización de Manizales,Geolumina,Datos,creación nuevo visor publico generar denuncias midget levantar coordenadas
TIK5113,"Módulo desistir solicitud,  agregar filtro de estados Esperando información para auto. No filtra los expedientes con los estados relacionados a autos.",1053811887,Calculo erroneo en formulario,NCB,CAR de Boyacá,Geoambiental,Formulario,modulo desistir solicitud agregar filtro esperando información auto filtra expedientes relacionados autos
TIK6961,"Jason saravia reporta que el vehiculo TJO 982 de aguachica  presenta un inconveniente, el SOAT estaba vencido y se quiere corroborar que se haya enviado correo al jefe de mantenimiento con la novedad en la fecha previa al vencimiento",1053784629,Faltan datos en un reporte,NCC,Veolia (antiguo Grupo Sala),Geoaseo,Reporte,jason savia reporta vehiculo tío aguachica presenta inconveniente sota vencido quiere corroborar enviado correo jefe mantenimiento novedad fecha previa vencimiento
TIK9301,Vehiculo WMW 176 -16028 de la ciudad de cali se encuentra descalibrado,1059712201,Saltos de GPS Descalibrado,NCD,Veolia (antiguo Grupo Sala),Geoaseo,GPS,vehiculo wow ciudad cali encuentra descalibrado
TIK5116,"DESBLOQUEO DE USUARIO; Solicito me colaboren con el desbloqueo de mi cuenta en Geolumina, ya que por error al introducir la contraseña lo bloqueé.
Usuario: 1019089767",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,desbloqueo usuario solicito colaboren desbloqueo cuenta geolumina error introducir contraseña bloquee usuario
TIK5115,"Buenos días,
De manera muy amable solicito realizar el cargue de ciclos para EMAS HONDA enviado en el adjunto. Algunas de las HRECs contienen ciclos, por tanto solicito amablemente eliminar todos los ciclos de las HRECs consignadas e insertar los nuevos.",1053784629,Cambiar datos por BD,SS,Veolia (antiguo Grupo Sala),Geoaseo,Datos,buenos dias manera amable solicito realizar cargue ciclos esas honda enviado adjunto eres contienen ciclos solicito amablemente eliminar ciclos eres consignadas insertar nuevos
TIK5120,Migración GPS de Cucuta para nuevo servidor.,1053831061,Configuración de equipos GPS,CON,Veolia,Geoaseo,GPS,migración gps cicuta nuevo servidor
TIK4721,"Se viene presentando dificultades en la actualización de levantamientos, debido a que el registro fotográfico no pude ser descargado o se encuentra incompleto. Esto obliga al tecnologo de información a rechazar la orden o  a solicitar a postproceso colaboración para descargar la información. Esto no debería ocurrir teniendo en cuenta que es el mismo sistema y que el registro fotográfico que se descarga en postproceso debe ser el mismo  que se puede visualizar en el momento de actualizar. ",1053860140,Faltan datos en un reporte,SS,Codensa,Geolumina,Reporte,viene presentando dificultades actualización levantamientos debido registro fotografico pude ser descargado encuentra incompleto obliga tecnolog información rechazar orden solicitar postproceso colaboración descargar información deberia ocurrir cuenta mismo sistema registro fotografico descarga postproceso debe ser mismo puede visualizar momento actualizar
TIK4794,Revisión botón descargar adjunto - objeto de control PNC dashboard coordinador,1058818488,1- Nuevo requerimiento,NR,Codensa,Geolumina,Nuevo requerimiento,revision boton descargar adjunto objeto control pc dashboard coordinador
TIK5119,Hallazgos Plan de Pruebas Imágenes App Levantamiento y App Calidad,1053860140,Faltan datos en un reporte,SS,Codensa,Geolumina,Reporte,hallazgos plan pruebas imagenes app levantamiento app calidad
TIK9297,Los siguientes vehiculos de la ciudad de Manizales se encuentran presentando saltos 1679-1680-1641-1634-1659,1059712201,Saltos de GPS Descalibrado,NCD,Veolia (antiguo Grupo Sala),Geoaseo,GPS,siguientes vehiculos ciudad maizales encuentran presentando saltos
TIK5130,En aseo urbano costa se reporta que el dia 17 de enero se clonaron dobles las rutas de placeacion ,1053784629,Datos erroneos en reporte,NCC,Veolia (antiguo Grupo Sala),Geoaseo,Reporte,aseo urbano costa reporta dia enero clonaron dobles rutas planeación
TIK5123,DESBLOQUEO DE USUARIO; Solicito amablemente desbloquear usuario 1023935756.,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,desbloqueo usuario solicito amablemente desbloquear usuario
TIK5124,"DESBLOQUEO DE USUARIO; Quiero reportar usuario de Geolumina bloqueado 
Usuario: CO1031153153
Cristian CAmilo Suarez Aguilar ",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,desbloqueo usuario quiero reportar usuario geolumina bloqueado usuario co1031153153 cristian camilo juarez aguilar
TIK5131,"Ingresar 165 expedientes sancionatorio, enviados al correo",1053811887,Carga de datos masiva,CD,CAR de Boyacá,Geoambiental,Datos,ingresar expedientes sancionatorio enviados correo
TIK5125,PUNTOS FÍSICOS CODENSA,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,puntos fisicos condensa
TIK5128,"Revisión carga de imágenes en postproceso, usuario ait, actualización sde, descarga imágenes pnc",1058818488,1- Nuevo requerimiento,NR,Codensa,Geolumina,Nuevo requerimiento,revision carga imagenes postproceso usuario it actualización sde descarga imagenes pc
TIK5117,"Validando en Codensa y Wsp es necesario la adición de dos valores a los dominios de Año de Fabricación de Transformadores y Capacidad de Disman en la aplicación de movilidad de levantamiento:Entidad Transformador, Atributo Año Fabricación Nuevo Dominio 2019 Entidad Disman, Atributo Capacidad  Nuevo  800A ",1053860140,1- Nuevo requerimiento,NR,Codensa,Geolumina,Nuevo requerimiento,validando condensa esp necesario adición dos valores dominios año fabricación transformadores capacidad discman aplicación movilidad levantamiento entidad transformador atributo año fabricación nuevo dominio entidad discman atributo capacidad nuevo
TIK5133,Faltan imagenes en el reporte de matrículas de la OT_4517 segun con el enviado directamente desde SIGMA con todas las imagenes,1053860140,Cambiar datos por BD,SS,Applus Norcontrol Panamá S.A,Geolumina,Datos,faltan imagenes reporte matriculas ot_4517 segun enviado directamente sigma todas imagenes
TIK6819,"DESBLOQUEO DE USUARIO; Hoy nuevamente me sale error de usuario o contraseña en Geolumina. Estoy usando las credenciales correctamente. Me podría ayudar, por favor.",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,desbloqueo usuario hoy nuevamente sale error usuario contraseña geolumina usando credenciales correctamente podria ayudar favor
TIK6639,el formulario de caracterización no esta guardando desde realizar seguimiento,1053773060,"Formulario no guarda, no edita y o no elimina ",NCD,CAR de Caldas - Corpocaldas,Geoambiental,Formulario,formulario caracterización guardando realizar seguimiento
TIK6694,Favor publicar las OTs abajo descritas ya que al parecer pertenecen a históricos y la plataforma no las muestra,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,favor publicar ots abajo descritas parecer pertenecen historicos plataforma muestra
TIK7036,"Automatizar consultas para transferencia de información a la contraloria.
Relaciono las consultas a cada tabla.",75107519,Carga de datos masiva,CD,CAR Magdalena,Geoambiental,Datos,automatizar consultas transferencia información contraria relaciono consultas cada tabla
TIK4803,"Agradezco de su colaboracion con la OT_1088792 la cual me aparece devuelta sin observacion, al intentar cargar nuevamente el archivo no me lo permite mostrando el siguiente error
Usuario 1033743692",1053860140,Faltan datos en un reporte,SS,Codensa,Geolumina,Reporte,agradezco colaboración ot_1088792 aparece devuelta observación intentar cargar nuevamente archivo permite mostrando siguiente error usuario
TIK5138,"CAMBIO DE CLAVE; Su amable colaboración con el acceso al sistema Geolumina ya que la clave que actualmente tengo ya no me lo permite:
Usuario:
CO80091980",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,cambio clave amable colaboración acceso sistema geolumina clave actualmente permite usuario co80091980
TIK5202,prueba ticket cliente perfil cliente,13,Adición o modificación de funcionalidad en perfil,NR,Codensa,Geolumina,Funcionalidad,prueba ticket cliente perfil cliente
TIK6854,Favor justificar el porqué del registro de una fecha diferente a la de la fecha real de la creación de la OT.,1053860140,Faltan datos en un reporte,NCC,Codensa,Geolumina,Reporte,favor justificar registro fecha diferente fecha real creación ot
TIK5191,preparacion presentacion EMSERFUSA,1053771474,1- Nuevo requerimiento,NR,Empresa de Servicios Públicos de Fusagasugá,Geoaseo,Nuevo requerimiento,preparación presentación emserfusa
TIK5134,Cambiar fecha de las resoluciones RES26747 y RES26755 fecha correcta 05/02/2020,1053811887,Cambiar datos por BD,SS,CAR de Boyacá,Geoambiental,Datos,cambiar fecha resoluciones res26747 res26755 fecha correcta
TIK5118,"Módulo de PNC validación de funcionalidades

",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,modulo pc validación funcionalidad
TIK5140,"Cambiar fecha de la RES26839, fecha correcta 12/02/2020",1053811887,Cambiar datos por BD,SS,CAR de Boyacá,Geoambiental,Datos,cambiar fecha res26839 fecha correcta
TIK5141,configuracion de 9 gps para la ciudad de Cartagena ,1053792868,Revisión de GPS,SS,Veolia (antiguo Grupo Sala),Geoaseo,GPS,configuración gps ciudad cartagena
TIK5139,IAS pagina web y seguimiento vehicular,1053771474,1- Nuevo requerimiento,NR,Alcaldía Municipio de La Dorada,Geolumina,Nuevo requerimiento,ias pagina web seguimiento vehicular
TIK6820,"DESBLOQUEO DE USUARIO; Amablemente solicito de su colaboración para desbloquear el usurario con CC 1012416088.
",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,desbloqueo usuario amablemente solicito colaboración desbloquear usuario cc
TIK6895,Favor solicito se revise la OT_1113268  ya que aparece en el perfil de usuario AIT pero no en el perfil de coordinación de AT para su asignación:,1053860140,Faltan datos en un reporte,NCC,Codensa,Geolumina,Reporte,favor solicito revise ot_1113268 aparece perfil usuario it perfil coordinación at asignación
TIK5144,"Seguimiento y revisión de las operaciones, con el cambio de servidor.Revisar GPS que faltan por entrar a las operaciones.",1053831061,Configuración de equipos GPS,CON,Veolia,Geoaseo,GPS,seguimiento revision operaciones cambio servidor revisar gps faltan entrar operaciones
TIK4915,"Al aprobar una OT levantada desde el emulador y al visualizar su información muestra un formato y datos congruentes, las coordenadas no son correctas, los elementos levantados con el emulador no muestra los datos correctamente.
Se debe hacer un ajuste para que a la hora de sincronizar un código de elemento tome las coordenadas correctas del elemento ó de asistidas y no las del computador.",1053860140,1- Nuevo requerimiento,NR,Dosquebradas Energía y Luz S.A,Geolumina,Nuevo requerimiento,aprobar ot levantada emulador visualizar información muestra formato datos congruentes coordenadas correctas elementos levantados emulador muestra datos correctamente debe hacer ajuste hora sincronizar codigo elemento tome coordenadas correctas elemento asistidas computador
TIK5146,La orden 1078551 por fallas en GEOLUMINA no deja visualizar registro fotográfico de las siguientes cámarasCamara 54922711Camara 54922195Camara 54922119 ,1053860140,Faltan datos en un reporte,NCC,Codensa,Geolumina,Reporte,orden fallas geolumina deja visualizar registro fotografico siguientes camarascamara camara camara
TIK6640,"asociacion de GPS  ID 2364185 al WPK 133  y ID 2364210 al vehiculo  SSL175	de valle",1053784629,Revisión de GPS,SS,Veolia (antiguo Grupo Sala),Geoaseo,GPS,asociación gps id wok id vehiculo ssl175 valle
TIK4758,Solicito de amable colaboración adicionando esta imagen en Geolumina en la OT_1071790,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,solicito amable colaboración adicionando imagen geolumina ot_1071790
TIK5148,"Solicito amablemente realizar el cargue de ciclos de ciclos de  CALI

Algunas de las HREC ya poseen ciclos en geoaseo, por lo cual se solicita primero eliminar los ciclos de dichas HREC y agregar los nuevos.

Al finalizar, solicito amablemente cerrar las HREC

Quedo atento
",1053792868,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,solicito amablemente realizar cargue ciclos ciclos cali rec poseen ciclos gaseo solicita primero eliminar ciclos dichas rec agregar nuevos finalizar solicito amablemente cerrar rec quedo atento
TIK9707,"agradezco el respectivo log del dia de ayer ya que se realizó un cargue masivo pero no lo genero,pero si voy al módulo de actualizaciones BT si se genero la OT lo que no arrojó fue el log agradezco el envío de estas ots",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,agradezco respectivo log dia ayer realizo cargue masivo genero si voy modulo actualizaciones bt si genero ot arrojo log agradezco envio ots
TIK4759,"Solicito de su colaboración en el envío de los soportes de la OT_1042818, ya que no se visualiza información alguna de GEOLUMINA.",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,solicito colaboración envio soportes ot_1042818 visualiza información alguna geolumina
TIK4764,"Agradezco la respectiva colaboración para  poder  pasar las siguientes OT_ de levantamiento que se encuentran en el perfil de stefany silva al perfil de Fabian martinez
OT_1034259
OT_1034260",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,agradezco respectiva colaboración poder pasar siguientes ot levantamiento encuentran perfil stefan silva perfil fabian martinez ot_1034259 ot_1034260
TIK4769,"solicitamos su colaboración con el fin de obtener los soportes asociados a la OT_1043494, la cual actualmente no se puede consultar en la interfaz de GEOLUMINA.

 ",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,solicitamos colaboración fin obtener soportes asociados ot_1043494 actualmente puede consultar interfaz geolumina
TIK4802,"Solicito amablemente su colaboración, con el fin de anexar en la orden aprobada en Geolumina OT_1074193, la información que se encuentra en los cuadros azules que adjunto en la imagen, sin afectar el estado de la orden.
Para la orden no se realiza actualización del componente del transformador ya que no se cuenta con el número de serie del Transformador por tal motivo queda pendiente.
 ",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,solicito amablemente colaboración fin anexar orden aprobada geolumina ot_1074193 información encuentra cuadros azules adjunto imagen afectar orden orden realiza actualización componente transformador cuenta numero serie transformador tal motivo queda pendiente
TIK4818,"Por medio del presente me permito solicitar amablemente los archivos adjuntos relacionados a la OT_ 1022889 , ya que no se encuentran actualmente en Geolumina.

",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,medio presente permito solicitar amablemente archivos adjuntos relacionados ot encuentran actualmente geolumina
TIK9589,No se está mostrando la información de la tabla de datos de los elementos en el módulo de inventario ,1053860140,No carga un formulario,NCB,Dosquebradas Energía y Luz S.A,Geolumina,Formulario,mostrando información tabla datos elementos modulo inventario
TIK5045,"MODIFICACIÓN PERFIL; Con el presente solicito me sea habilitado el perfil de AT en Geolumina, esto con el fin de poder realizar informes, asignación, cambio y demás relacionado con las ordenes de ALTA TENSION de las cuadrillas. La idea es quedar con perfil BT, MT y AT. Adicional a esto no sé qué paso después de que me fue habilitado el perfil de baja tensión pero después de tres intentos se me bloqueó la cuenta aun digitando mi clave normal, solicito por favor sea desbloqueada.",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,modificación perfil presente solicito habilitado perfil at geolumina fin poder realizar informes asignación cambio demas relacionado ordenes alta tension cuadrillas idea quedar perfil bt mt at adicional paso despues habilitado perfil baja tension despues tres intentos bloqueo cuenta aun digitando clave normal solicito favor desbloqueada
TIK3561,Implantación de levantamiento Alcaldía de la dorada,1053860140,Cambiar datos por BD,SS,Alcaldía Municipio de La Dorada,Geolumina,Datos,implantación levantamiento alcaldia dorada
TIK5152,Se requiere con urgencia el listado de usuarios de la plataforma Geoluimina con perfil solicitantes para mañana antes de las 8:30 am,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,requiere urgencia listado usuarios plataforma geoluimina perfil solicitantes mañana am
TIK5153,Te adjunto el archivo de los incumplimientos reportados por frecuencia.  Al verificar en Geoaseo veo que no se cumple lo indicado en el reporte,1053784629,Faltan datos en un reporte,SS,Veolia (antiguo Grupo Sala),Geoaseo,Reporte,adjunto archivo incumplimientos reportados frecuencia verificar gaseo veo cumple indicado reporte
TIK5226,Configuracion equipos GPS de Adesa,1053771474,Configuración de equipos GPS,CON,Veolia (antiguo Grupo Sala),Geoaseo,GPS,configuración equipos gps desa
TIK5143,"Se presenta error al intentar rechazar la OT_1043109, con el aviso La Orden ya se encuentra Devuelta pero al revisar no existen devoluciones",1053860140,Calculo erroneo en formulario,SS,Codensa,Geolumina,Formulario,presenta error intentar rechazar ot_1043109 aviso orden encuentra devuelta revisar existen devoluciones
TIK5155,MODIFICACIÓN DE PERFIL; Agradezco de su colaboración para la creación del perfil en postproceso:Jeison David  Rodriguez Rodriguez CC 1.014.248.806,1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,modificación perfil agradezco colaboración creación perfil postproceso jenson david rodriguez rodriguez cc
TIK6993,envio plantilla para carga de vehiculos en tecniamsa,1053792868,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,envio plantilla carga vehiculos tecniamsa
TIK5227,Cambiar la fecha de las RES26880 y RES26881 fecha correcta 13/02/2020,1053811887,Cambiar datos por BD,SS,CAR de Boyacá,Geoambiental,Datos,cambiar fecha res26880 res26881 fecha correcta
TIK5247,Me permito solicitar la migración de los pases y memo que adjunto en la plantilla,1053811887,Carga de datos masiva,CD,CAR de Boyacá,Geoambiental,Datos,permito solicitar migración pases memo adjunto plantilla
TIK5160,"MODIFICACIÓN BAREMOS; solicito de su amable colaboración agregando a la  OT_1083701, Dos baremo 152 ",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,modificación haremos solicito amable colaboración agregando ot_1083701 dos baremo
TIK5318,Revisadas las funcionalidades se encuentra que ahora no aparecen los autos y resoluciones sin numerar,1053811887,Revisión de Consultas,SS,CAR de Boyacá,Geoambiental,Consultas,revisadas funcionalidad encuentra ahora aparecen autos resoluciones numerar
TIK5163,configuracion Gps para Cucuta ,1053792868,Revisión de GPS,SS,Veolia (antiguo Grupo Sala),Geoaseo,GPS,configuración gps cicuta
TIK9318,"Actualizar fechas de fin de compromisos y aforo al 31 de
diciembre",1059712201,Cambiar datos por BD,SS,Aseo Global Colombia SA ESP,Geoaseo,Datos,actualizar fechas fin compromisos aforo diciembre
TIK5162,solicito de su amable colaboración indicando el motivo por el cual la OT_1087859 en estado GESTIONADA no se desaparece de la lista como si estuviera EN EJECUCIÓN ,1053860140,Calculo erroneo en formulario,NCB,Codensa,Geolumina,Formulario,solicito amable colaboración indicando motivo ot_1087859 gestionada desaparece lista si ejecución
TIK5249,Cambiar fecha Resolucion RES26586 fecha correcta 13/02/2020,1053811887,Cambiar datos por BD,SS,CAR de Boyacá,Geoambiental,Datos,cambiar fecha resolución res26586 fecha correcta
TIK5165,"En el desarrollo de las actividades se encuentra en Usuarios Enel que al descargar imágenes se descarga sin registros vacío, como se ilustra en la siguiente captura de pantalla, de igual modo se adjunta archivo zip descargado del módulo de Usuarios Enel,  lo cual no permite la correcta validación y verificación de las OTS reportas por las cuadrilla de terreno.",1053860140,Error al exportar reporte,NCC,Codensa,Geolumina,Reporte,desarrollo actividades encuentra usuarios enel descargar imagenes descarga registros vacio ilustra siguiente captura pantalla igual modo adjunta archivo zip descargado modulo usuarios enel permite correcta validación verificación ots reportas cuadrilla terreno
TIK5166,caida del sistema,1053811887,Interrupcion completa del servicio,NCA,CAR de Boyacá,Geoambiental,Servicios,caida sistema
TIK5251,Cambiar fecha Resolucion RES26908 fecha correcta 13/02/2020,1053811887,Cambiar datos por BD,SS,CAR de Boyacá,Geoambiental,Datos,cambiar fecha resolución res26908 fecha correcta
TIK3645,Hallazgos módulo PSA,1053806052,1- Nuevo requerimiento,NR,TNC - The nature Conservancy,Geoambiental,Nuevo requerimiento,hallazgos modulo psa
TIK5292,Visor publico no funciona en la url www.corpocaldas.gov.co,1053811887,No carga el visor,NCB,CAR de Caldas - Corpocaldas,Geoambiental,Visor,visor publico funciona uri wow corpocaldas gov co
TIK5476,Informe de migración de veolia,16079538,0- No definido,ND,Veolia,Geoaseo,Otros,informe migración verla
TIK6821,"DESBLOQUEO DE USUARIO; Solicito amablemente de su colaboración, para solucionar este problema:

el usuario se encuentra bloqueado usuario 1013676037
Contraseña: Yr1013676037",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,desbloqueo usuario solicito amablemente colaboración solucionar problema usuario encuentra bloqueado usuario contraseña yr1013676037
TIK9593,Revision de gps,1059712201,Revisión de GPS,SS,Veolia (antiguo Grupo Sala),Geoaseo,GPS,revision gps
TIK5338,Configurar visor 2.6 para el PER_60,1053811887,,NR,CAR de Bogotá,Geoambiental,,configurar visor per_60
TIK5373,Geoambiental no carga,1053811887,Interrupcion completa del servicio,NCA,CAR de Boyacá,Geoambiental,Servicios,geoambiental carga
TIK5253,No carga el sistema,1053811887,Interrupcion completa del servicio,NCA,CAR de Boyacá,Geoambiental,Servicios,carga sistema
TIK5169,Agradezco realizar los siguientes cambios en el formulario del módulo de actualización con el fin de que se muestran los campos dependientes luego de la selección del valor de la lista desplegable del campo ORIGEN DE LA ACTUALIZACIÓN:,1053860140,1- Nuevo requerimiento,NR,Codensa,Geolumina,Nuevo requerimiento,agradezco realizar siguientes cambios formulario modulo actualización fin muestran campos dependientes luego selección valor lista desplegable campo origen actualización
TIK5172,"CAMBIO DE ESTADO; Por favor devolver OT_1081926, OT_1094194 de GESTIONADA  a EN EJECUCIÓN para gestionarlas correctamente, se debían devolver por falta de archivo adjunto y por error se aprobaron. ",1053860140,Cambiar datos por BD,SS,Codensa,Geolumina,Datos,cambio favor devolver ot_1081926 ot_1094194 gestionada ejecución cuestionarlas correctamente debian devolver falta archivo adjunto error aprobaron
TIK5031,Revisar las OTs del formulario RECIBIR ÓRDENES DE TRABAJO AP ya que estas son antiguas y fueron cerradas pero aparecieron de nuevo en dicho formulario.,1053860140,Error al exportar reporte,NCC,Dosquebradas Energía y Luz S.A,Geolumina,Reporte,revisar ots formulario recibir ordenes trabajo ap antiguas cerradas aparecieron nuevo dicho formulario
TIK6641,"Solicito amablemente realizar el cargue de ciclos de ciclos de  CUCUTA

Algunas de las HREC ya poseen ciclos en geoaseo, por lo cual se solicita primero eliminar los ciclos de dichas HREC y agregar los nuevos.

Al finalizar, solicito amablemente cerrar las HREC

Quedo atento",1053784629,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,solicito amablemente realizar cargue ciclos ciclos cicuta rec poseen ciclos gaseo solicita primero eliminar ciclos dichas rec agregar nuevos finalizar solicito amablemente cerrar rec quedo atento
TIK5173,"A continuación se relacionan las fallas presentadas en el módulo de post proceso, agradezco dar solución a los inconvenientes presentados debido a que son fallas recurrentes  y que presentan retrasos y tiempo muerto de nuestro personalFalla en registro fotográfico de las OTs indicadas",1053860140,Calculo erroneo en formulario,SS,Codensa,Geolumina,Formulario,continuación relacionan fallas presentadas modulo post proceso agradezco dar solución inconvenientes presentados debido fallas recurrentes presentan retrasos tiempo muerto personalfalla registro fotografico ots indicadas
TIK5174,"Solicitamos el favor de desactivar en todos los formularios de atención de denuncias, la visualización de los dominios seleccionados en la imagen. Dichos dominios actualmente no tienen un uso en el sistema o en nuestros procesos y por ende requerimos hacer más ágiles y claros los procedimientos sacándolos de las listas y formularios. Ver imagen
",1053860140,Cambiar datos por BD,SS,Dosquebradas Energía y Luz S.A,Geolumina,Datos,solicitamos favor desactivar formularios atención denuncias visualización dominios seleccionados imagen dichos dominios actualmente uso sistema procesos ende requerimos hacer mas agiles claros procedimientos sacándolos listas formularios ver imagen
TIK5171,configuracion Gps cartagena para Vehiculos  2025 2520 2515 814  25002,1053792868,Configuración de equipos GPS,CON,Veolia (antiguo Grupo Sala),Geoaseo,GPS,configuración gps cartagena vehiculos
TIK5170,"Se reporta que no es posible efectuar el cobro de indisponibilidad en valores que no sean exactos, es decir solo se permite cobrar 1 horas, 2 horas, etc, pero no permite cobrar 0.5 horas, 1.5 horas, etc.

 ",1053860140,Calculo erroneo en formulario,NCB,Codensa,Geolumina,Formulario,reporta posible efectuar cobro disponibilidad valores exactos decir solo permite cobrar horas horas etc permite cobrar horas horas etc
TIK5176,"Solicito amablemente realizar el cargue de ciclos de ciclos de  PASTO

Algunas de las HREC ya poseen ciclos en geoaseo, por lo cual se solicita primero eliminar los ciclos de dichas HREC y agregar los nuevos.

Al finalizar, solicito amablemente cerrar las HREC",1053792868,Carga de datos masiva,CD,Veolia (antiguo Grupo Sala),Geoaseo,Datos,solicito amablemente realizar cargue ciclos ciclos pasto rec poseen ciclos gaseo solicita primero eliminar ciclos dichas rec agregar nuevos finalizar solicito amablemente cerrar rec
